no,time,pressue,speed
64,18,-1,-4.00
64,19,-3,-5.00
65,0,8,2.00
65,1,3,1.00
65,2,-2,2.00
65,3,-3,3.00
65,4,5,5.00
65,5,4,3.00
65,6,2,4.00
65,7,4,5.00
65,8,1,5.00
65,9,7,7.00
65,10,1,7.00
65,11,7,5.00
65,12,-5,6.00
65,13,2,5.00
65,14,6,5.00
65,15,6,5.00
65,16,5,7.00
65,17,-1,7.00
65,18,9,7.00
65,19,9,4.00
66,0,1,0.00
66,1,9,5.00
66,2,4,3.00
66,3,0,3.00
66,4,-3,3.00
66,5,3,3.00
66,6,-4,3.00
66,7,0,3.00
66,8,10,9.00
66,9,10,14.00
66,10,6,15.00
66,11,9,19.00
66,12,9,15.00
66,13,2,15.00
66,14,4,16.00
66,15,4,17.00
66,16,-4,16.00
66,17,8,21.00
66,18,-1,21.00
66,19,3,21.00
67,0,10,2.00
67,1,-1,2.00
67,2,9,3.00
67,3,-4,3.00
67,4,7,5.00
67,5,-1,5.00
67,6,3,5.00
67,7,10,8.00
67,8,3,9.00
67,9,8,11.00
67,10,-4,10.00
67,11,-3,11.00
67,12,-3,12.00
67,13,-5,11.00
67,14,-1,11.00
67,15,4,10.00
67,16,-1,10.00
67,17,-2,10.00
67,18,7,7.00
67,19,-5,4.00
68,0,6,0.00
68,1,-1,0.00
68,2,10,-5.00
68,3,3,-5.00
68,4,-4,-4.00
68,5,9,1.00
68,6,-5,1.00
68,7,0,1.00
68,8,5,0.00
68,9,-3,0.00
68,10,-3,0.00
68,11,6,0.00
68,12,-4,0.00
68,13,-1,0.00
68,14,0,0.00
68,15,0,0.00
68,16,8,0.00
68,17,5,3.00
68,18,-1,3.00
68,19,7,3.00
69,0,1,0.00
69,1,10,6.00
69,2,1,6.00
69,3,-4,8.00
69,4,-5,6.00
69,5,-3,7.00
69,6,8,7.00
69,7,-4,7.00
69,8,-5,7.00
69,9,-5,7.00
69,10,2,7.00
69,11,-5,5.00
69,12,-1,5.00
69,13,-3,5.00
69,14,-2,5.00
69,15,-2,5.00
69,16,8,7.00
69,17,0,7.00
69,18,4,7.00
69,19,2,7.00
70,0,1,0.00
70,1,-3,2.00
70,2,2,2.00
70,3,8,4.00
70,4,1,4.00
70,5,-2,4.00
70,6,-1,4.00
70,7,7,6.00
70,8,6,5.00
70,9,3,5.00
70,10,-4,7.00
70,11,6,6.00
70,12,7,6.00
70,13,5,4.00
70,14,-4,4.00
70,15,10,10.00
70,16,9,11.00
70,17,-4,10.00
70,18,-5,8.00
70,19,-4,8.00
71,0,10,6.00
71,1,-3,6.00
71,2,-1,6.00
71,3,1,6.00
71,4,7,5.00
71,5,-2,5.00
71,6,0,5.00
71,7,9,3.00
71,8,4,3.00
71,9,1,3.00
71,10,0,3.00
71,11,3,4.00
71,12,3,4.00
71,13,-2,5.00
71,14,6,6.00
71,15,-5,4.00
71,16,7,8.00
71,17,-2,8.00
71,18,9,12.00
71,19,5,12.00
72,0,-4,0.00
72,1,8,4.00
72,2,-3,4.00
72,3,10,7.00
72,4,-2,7.00
72,5,9,9.00
72,6,1,9.00
72,7,2,10.00
72,8,-4,12.00
72,9,3,12.00
72,10,5,12.00
72,11,7,11.00
72,12,0,11.00
72,13,4,10.00
72,14,5,10.00
72,15,10,10.00
72,16,7,13.00
72,17,-1,13.00
72,18,10,13.00
72,19,-2,13.00
73,0,-1,0.00
73,1,0,0.00
73,2,6,-1.00
73,3,1,-1.00
73,4,5,-1.00
73,5,4,1.00
73,6,5,1.00
73,7,-1,1.00
73,8,4,-1.00
73,9,9,5.00
73,10,-3,5.00
73,11,3,5.00
73,12,5,6.00
73,13,7,6.00
73,14,7,7.00
73,15,-3,6.00
73,16,-1,6.00
73,17,-2,6.00
73,18,10,3.00
73,19,-2,3.00
74,0,2,0.00
74,1,5,1.00
74,2,2,1.00
74,3,3,-1.00
74,4,-4,-2.00
74,5,-3,-3.00
74,6,0,-3.00
74,7,7,-7.00
74,8,-1,-7.00
74,9,2,-7.00
74,10,0,-7.00
74,11,6,-3.00
74,12,3,-4.00
74,13,7,-5.00
74,14,-2,-5.00
74,15,9,-1.00
74,16,3,-1.00
74,17,5,-1.00
74,18,-4,-2.00
74,19,6,-1.00
75,0,-1,0.00
75,1,6,-2.00
75,2,-5,-2.00
75,3,2,-2.00
75,4,10,-1.00
75,5,-2,-1.00
75,6,3,-1.00
75,7,-4,-1.00
75,8,7,1.00
75,9,4,1.00
75,10,9,0.00
75,11,-4,-2.00
75,12,6,-4.00
75,13,-1,-4.00
75,14,2,-4.00
75,15,9,-7.00
75,16,0,-7.00
75,17,1,-7.00
75,18,9,-10.00
75,19,6,-12.00
76,0,-2,0.00
76,1,4,-2.00
76,2,10,-8.00
76,3,10,-4.00
76,4,-5,-5.00
76,5,8,-8.00
76,6,10,-5.00
76,7,4,-7.00
76,8,-1,-7.00
76,9,5,-8.00
76,10,-4,-7.00
76,11,3,-5.00
76,12,-2,-6.00
76,13,3,-6.00
76,14,4,-5.00
76,15,-4,-7.00
76,16,3,-7.00
76,17,0,-7.00
76,18,0,-7.00
76,19,9,-9.00
77,0,5,-2.00
77,1,9,-6.00
77,2,8,-2.00
77,3,6,-5.00
77,4,9,-2.00
77,5,0,-2.00
77,6,9,-2.00
77,7,-1,-2.00
77,8,5,-1.00
77,9,-1,-1.00
77,10,-1,-1.00
77,11,7,3.00
77,12,-3,2.00
77,13,10,7.00
77,14,6,5.00
77,15,1,5.00
77,16,1,5.00
77,17,9,9.00
77,18,-2,9.00
77,19,-5,9.00
78,0,-2,0.00
78,1,4,-2.00
78,2,9,1.00
78,3,-3,1.00
78,4,-1,1.00
78,5,2,1.00
78,6,-2,0.00
78,7,6,2.00
78,8,7,-2.00
78,9,-1,-2.00
78,10,4,-4.00
78,11,4,-2.00
78,12,8,0.00
78,13,-5,-2.00
78,14,-1,-2.00
78,15,2,-3.00
78,16,6,-3.00
78,17,9,-9.00
78,18,1,-9.00
78,19,9,-14.00
79,0,-1,0.00
79,1,-4,-1.00
79,2,9,1.00
79,3,9,7.00
79,4,-5,6.00
79,5,-5,6.00
79,6,-2,6.00
79,7,-1,6.00
79,8,0,6.00
79,9,6,7.00
79,10,0,7.00
79,11,-1,7.00
79,12,2,7.00
79,13,0,7.00
79,14,2,7.00
79,15,-4,9.00
79,16,0,9.00
79,17,-2,9.00
79,18,6,6.00
79,19,-4,4.00
80,0,1,0.00
80,1,3,-1.00
80,2,-5,0.00
80,3,5,0.00
80,4,0,0.00
80,5,9,2.00
80,6,8,4.00
80,7,1,4.00
80,8,2,4.00
80,9,2,4.00
80,10,9,-1.00
80,11,-5,-2.00
80,12,0,-2.00
80,13,-3,-3.00
80,14,6,0.00
80,15,2,-1.00
80,16,-1,-1.00
80,17,3,0.00
80,18,-5,1.00
80,19,9,3.00
81,0,5,0.00
81,1,9,1.00
81,2,8,5.00
81,3,7,7.00
81,4,2,7.00
81,5,-5,7.00
81,6,2,7.00
81,7,10,12.00
81,8,-5,12.00
81,9,-3,12.00
81,10,8,13.00
81,11,-3,13.00
81,12,6,11.00
81,13,1,11.00
81,14,9,14.00
81,15,3,13.00
81,16,10,7.00
81,17,-4,7.00
81,18,1,7.00
81,19,-5,7.00
82,0,7,-1.00
82,1,-3,-2.00
82,2,-2,-1.00
82,3,-4,-3.00
82,4,-4,-3.00
82,5,7,-3.00
82,6,8,-3.00
82,7,3,-4.00
82,8,8,-6.00
82,9,1,-6.00
82,10,-2,-6.00
82,11,4,-6.00
82,12,-4,-7.00
82,13,2,-7.00
82,14,1,-7.00
82,15,2,-6.00
82,16,7,-8.00
82,17,-2,-9.00
82,18,8,-8.00
82,19,6,-10.00
83,0,9,0.00
83,1,7,-4.00
83,2,6,-1.00
83,3,-1,-1.00
83,4,5,-3.00
83,5,-5,-1.00
83,6,7,-4.00
83,7,3,-3.00
83,8,-2,-3.00
83,9,2,-4.00
83,10,-2,-3.00
83,11,-1,-3.00
83,12,1,-3.00
83,13,-5,-3.00
83,14,-5,-2.00
83,15,1,-2.00
83,16,7,-1.00
83,17,10,-2.00
83,18,8,2.00
83,19,-3,2.00
84,0,6,1.00
84,1,4,0.00
84,2,5,-1.00
84,3,-5,1.00
84,4,6,0.00
84,5,5,-3.00
84,6,8,-2.00
84,7,9,-2.00
84,8,4,-3.00
84,9,8,-8.00
84,10,7,-6.00
84,11,8,-8.00
84,12,6,-9.00
84,13,7,-11.00
84,14,3,-11.00
84,15,7,-11.00
84,16,-2,-11.00
84,17,8,-10.00
84,18,7,-10.00
84,19,2,-10.00
85,0,4,0.00
85,1,-2,0.00
85,2,9,2.00
85,3,6,1.00
85,4,8,-1.00
85,5,7,-4.00
85,6,6,-3.00
85,7,-4,-3.00
85,8,0,-3.00
85,9,-5,-6.00
85,10,3,-7.00
85,11,9,-11.00
85,12,-3,-12.00
85,13,0,-12.00
85,14,7,-13.00
85,15,4,-13.00
85,16,-4,-14.00
85,17,0,-14.00
85,18,0,-14.00
85,19,3,-13.00
86,0,10,-4.00
86,1,9,-5.00
86,2,6,-8.00
86,3,-1,-8.00
86,4,1,-8.00
86,5,-1,-8.00
86,6,10,-2.00
86,7,6,-4.00
86,8,-4,-5.00
86,9,-2,-4.00
86,10,5,-7.00
86,11,10,-12.00
86,12,-1,-12.00
86,13,8,-12.00
86,14,-1,-12.00
86,15,-3,-12.00
86,16,10,-18.00
86,17,2,-19.00
86,18,-3,-17.00
86,19,9,-16.00
87,0,5,0.00
87,1,8,-4.00
87,2,9,-4.00
87,3,6,-3.00
87,4,-3,-2.00
87,5,6,-5.00
87,6,0,-5.00
87,7,7,-4.00
87,8,8,-4.00
87,9,5,-7.00
87,10,2,-6.00
87,11,9,-3.00
87,12,-1,-3.00
87,13,1,-3.00
87,14,4,-1.00
87,15,-1,-1.00
87,16,6,-2.00
87,17,-1,-2.00
87,18,6,-5.00
87,19,-3,-6.00
88,0,1,0.00
88,1,10,-5.00
88,2,-4,-5.00
88,3,-5,-3.00
88,4,4,-3.00
88,5,-2,-3.00
88,6,2,-4.00
88,7,-4,-6.00
88,8,0,-6.00
88,9,10,-4.00
88,10,-1,-4.00
88,11,8,-4.00
88,12,-2,-4.00
88,13,3,-5.00
88,14,-3,-4.00
88,15,10,-5.00
88,16,0,-5.00
88,17,4,-4.00
88,18,-3,-4.00
88,19,9,-9.00
89,0,4,2.00
89,1,8,2.00
89,2,6,0.00
89,3,5,1.00
89,4,10,-1.00
89,5,5,-1.00
89,6,-3,-1.00
89,7,0,-1.00
89,8,3,-2.00
89,9,1,-2.00
89,10,-2,-3.00
89,11,7,-6.00
89,12,-5,-9.00
89,13,-4,-8.00
89,14,8,-6.00
89,15,2,-6.00
89,16,3,-5.00
89,17,-4,-5.00
89,18,-2,-5.00
89,19,5,-5.00
90,0,-5,2.00
90,1,-2,2.00
90,2,4,2.00
90,3,0,2.00
90,4,8,2.00
90,5,7,2.00
90,6,3,2.00
90,7,-1,2.00
90,8,7,4.00
90,9,1,4.00
90,10,6,5.00
90,11,-1,5.00
90,12,-5,5.00
90,13,2,5.00
90,14,3,5.00
90,15,9,4.00
90,16,1,4.00
90,17,-3,3.00
90,18,1,3.00
90,19,-5,5.00
91,0,5,0.00
91,1,9,-5.00
91,2,3,-6.00
91,3,-3,-7.00
91,4,4,-8.00
91,5,-1,-8.00
91,6,6,-6.00
91,7,4,-6.00
91,8,10,-7.00
91,9,-4,-7.00
91,10,-4,-7.00
91,11,0,-7.00
91,12,-3,-7.00
91,13,8,-7.00
91,14,-3,-7.00
91,15,-3,-6.00
91,16,8,-10.00
91,17,4,-10.00
91,18,3,-10.00
91,19,1,-10.00
92,0,7,3.00
92,1,-3,3.00
92,2,7,5.00
92,3,-1,5.00
92,4,7,6.00
92,5,-4,8.00
92,6,-5,7.00
92,7,10,2.00
92,8,4,1.00
92,9,5,-1.00
92,10,7,1.00
92,11,-1,1.00
92,12,-2,0.00
92,13,2,-1.00
92,14,9,-2.00
92,15,3,-2.00
92,16,3,-3.00
92,17,4,-3.00
92,18,6,-1.00
92,19,6,2.00
93,0,8,5.00
93,1,9,5.00
93,2,9,6.00
93,3,4,6.00
93,4,6,6.00
93,5,-5,9.00
93,6,2,10.00
93,7,4,8.00
93,8,5,10.00
93,9,-4,8.00
93,10,1,8.00
93,11,8,9.00
93,12,1,9.00
93,13,5,10.00
93,14,5,10.00
93,15,5,10.00
93,16,0,10.00
93,17,1,10.00
93,18,1,10.00
93,19,8,12.00
94,0,9,5.00
94,1,6,2.00
94,2,9,-4.00
94,3,8,-6.00
94,4,-2,-6.00
94,5,-5,-3.00
94,6,2,-4.00
94,7,-1,-4.00
94,8,5,-4.00
94,9,-5,-1.00
94,10,3,-3.00
94,11,6,0.00
94,12,8,-3.00
94,13,4,-2.00
94,14,6,0.00
94,15,9,-3.00
94,16,-2,-4.00
94,17,1,-4.00
94,18,1,-4.00
94,19,-1,-4.00
95,0,-4,-1.00
95,1,-2,-1.00
95,2,1,-1.00
95,3,3,0.00
95,4,3,1.00
95,5,1,1.00
95,6,-3,1.00
95,7,7,1.00
95,8,1,1.00
95,9,3,1.00
95,10,10,0.00
95,11,8,-2.00
95,12,8,1.00
95,13,8,-3.00
95,14,-4,-3.00
95,15,5,-3.00
95,16,2,-3.00
95,17,10,3.00
95,18,10,8.00
95,19,1,8.00
96,0,1,0.00
96,1,3,1.00
96,2,-2,1.00
96,3,-4,2.00
96,4,6,3.00
96,5,-4,1.00
96,6,-5,1.00
96,7,-3,0.00
96,8,-1,0.00
96,9,4,0.00
96,10,8,0.00
96,11,-3,-1.00
96,12,-2,-2.00
96,13,6,-2.00
96,14,-4,0.00
96,15,9,3.00
96,16,-4,5.00
96,17,-4,6.00
96,18,4,4.00
96,19,7,1.00
97,0,5,-2.00
97,1,8,3.00
97,2,-2,3.00
97,3,10,3.00
97,4,7,3.00
97,5,3,3.00
97,6,8,3.00
97,7,1,3.00
97,8,9,1.00
97,9,-2,1.00
97,10,0,1.00
97,11,-5,-2.00
97,12,5,-2.00
97,13,9,-7.00
97,14,9,-10.00
97,15,-3,-10.00
97,16,10,-10.00
97,17,1,-10.00
97,18,8,-11.00
97,19,0,-11.00
98,0,2,0.00
98,1,-2,0.00
98,2,0,0.00
98,3,-4,2.00
98,4,-4,3.00
98,5,-1,3.00
98,6,9,0.00
98,7,8,1.00
98,8,7,1.00
98,9,2,0.00
98,10,3,0.00
98,11,-1,0.00
98,12,3,0.00
98,13,-1,0.00
98,14,1,0.00
98,15,-1,0.00
98,16,5,-3.00
98,17,1,-3.00
98,18,-4,-3.00
98,19,-2,-3.00
99,0,2,0.00
99,1,5,1.00
99,2,4,1.00
99,3,4,2.00
99,4,1,2.00
99,5,-1,2.00
99,6,-5,2.00
99,7,9,-2.00
99,8,-4,-2.00
99,9,1,-2.00
99,10,-4,-2.00
99,11,-2,-2.00
99,12,4,-3.00
99,13,9,-1.00
99,14,8,0.00
99,15,3,1.00
99,16,-2,1.00
99,17,9,-2.00
99,18,2,-3.00
99,19,8,-3.00
100,0,4,1.00
100,1,2,1.00
100,2,-2,0.00
100,3,10,6.00
100,4,9,10.00
100,5,7,7.00
100,6,10,1.00
100,7,1,1.00
100,8,-3,1.00
100,9,-5,2.00
100,10,2,2.00
100,11,-3,3.00
100,12,8,1.00
100,13,10,-3.00
100,14,4,-1.00
100,15,-5,2.00
100,16,-3,1.00
100,17,5,-1.00
100,18,-5,1.00
100,19,2,1.00
101,0,4,-1.00
101,1,3,-1.00
101,2,-5,1.00
101,3,4,1.00
101,4,5,1.00
101,5,-1,1.00
101,6,-3,3.00
101,7,-1,3.00
101,8,-5,5.00
101,9,10,0.00
101,10,-4,0.00
101,11,5,0.00
101,12,2,0.00
101,13,4,2.00
101,14,-5,4.00
101,15,6,4.00
101,16,-3,4.00
101,17,1,4.00
101,18,9,4.00
101,19,5,4.00
102,0,-3,0.00
102,1,4,-2.00
102,2,-4,-2.00
102,3,4,-4.00
102,4,-4,-5.00
102,5,9,-10.00
102,6,2,-10.00
102,7,-5,-7.00
102,8,7,-9.00
102,9,-4,-11.00
102,10,7,-11.00
102,11,10,-8.00
102,12,2,-8.00
102,13,0,-8.00
102,14,9,-6.00
102,15,-2,-6.00
102,16,10,-4.00
102,17,4,-3.00
102,18,-1,-3.00
102,19,4,-3.00
103,0,-3,0.00
103,1,4,2.00
103,2,1,2.00
103,3,-2,2.00
103,4,7,2.00
103,5,9,3.00
103,6,2,3.00
103,7,3,2.00
103,8,3,2.00
103,9,-5,1.00
103,10,5,4.00
103,11,-5,5.00
103,12,10,5.00
103,13,7,9.00
103,14,6,8.00
103,15,1,8.00
103,16,7,11.00
103,17,8,7.00
103,18,9,13.00
103,19,-4,11.00
104,0,9,0.00
104,1,-2,-1.00
104,2,2,-1.00
104,3,10,-3.00
104,4,0,-3.00
104,5,1,-3.00
104,6,-2,-2.00
104,7,0,-2.00
104,8,-5,-2.00
104,9,8,-5.00
104,10,6,-9.00
104,11,-2,-9.00
104,12,3,-10.00
104,13,2,-10.00
104,14,3,-11.00
104,15,-2,-12.00
104,16,1,-12.00
104,17,-1,-12.00
104,18,-5,-10.00
104,19,-4,-9.00
105,0,8,4.00
105,1,7,8.00
105,2,5,8.00
105,3,6,10.00
105,4,4,10.00
105,5,7,10.00
105,6,4,9.00
105,7,-2,9.00
105,8,5,9.00
105,9,6,9.00
105,10,1,9.00
105,11,6,9.00
105,12,-3,10.00
105,13,8,13.00
105,14,-2,12.00
105,15,2,12.00
105,16,-4,12.00
105,17,-5,11.00
105,18,3,10.00
105,19,4,10.00
106,0,-4,2.00
106,1,3,1.00
106,2,9,-4.00
106,3,6,-4.00
106,4,4,-5.00
106,5,10,-1.00
106,6,4,-1.00
106,7,1,-1.00
106,8,10,-1.00
106,9,0,-1.00
106,10,1,-1.00
106,11,5,-1.00
106,12,-2,-2.00
106,13,9,-2.00
106,14,4,-2.00
106,15,10,-2.00
106,16,2,-2.00
106,17,-3,-2.00
106,18,-4,-4.00
106,19,7,-6.00
107,0,8,-1.00
107,1,-3,-2.00
107,2,-5,-2.00
107,3,2,-2.00
107,4,0,-2.00
107,5,1,-2.00
107,6,9,-4.00
107,7,10,-6.00
107,8,0,-6.00
107,9,3,-5.00
107,10,3,-7.00
107,11,7,-7.00
107,12,-4,-6.00
107,13,-1,-6.00
107,14,-2,-6.00
107,15,1,-6.00
107,16,0,-6.00
107,17,-2,-6.00
107,18,3,-7.00
107,19,-3,-8.00
108,0,10,-5.00
108,1,4,-5.00
108,2,2,-5.00
108,3,10,-6.00
108,4,0,-6.00
108,5,-1,-6.00
108,6,-3,-5.00
108,7,1,-5.00
108,8,-5,-8.00
108,9,8,-5.00
108,10,7,-9.00
108,11,-3,-10.00
108,12,5,-8.00
108,13,0,-8.00
108,14,5,-8.00
108,15,-4,-8.00
108,16,7,-7.00
108,17,8,-3.00
108,18,9,0.00
108,19,9,0.00
109,0,8,-1.00
109,1,1,-1.00
109,2,6,-2.00
109,3,-4,-4.00
109,4,5,-4.00
109,5,9,-9.00
109,6,-3,-9.00
109,7,3,-10.00
109,8,2,-10.00
109,9,-4,-11.00
109,10,3,-11.00
109,11,-1,-11.00
109,12,-3,-10.00
109,13,-5,-8.00
109,14,9,-9.00
109,15,6,-11.00
109,16,6,-14.00
109,17,4,-14.00
109,18,4,-14.00
109,19,-2,-14.00
110,0,10,-5.00
110,1,10,-3.00
110,2,0,-3.00
110,3,-1,-3.00
110,4,-4,-1.00
110,5,2,-1.00
110,6,9,-3.00
110,7,-1,-3.00
110,8,4,-4.00
110,9,8,-2.00
110,10,-4,-2.00
110,11,7,-2.00
110,12,-4,-1.00
110,13,-2,-2.00
110,14,-1,-2.00
110,15,4,-2.00
110,16,1,-2.00
110,17,0,-2.00
110,18,9,1.00
110,19,5,0.00
111,0,-3,1.00
111,1,9,5.00
111,2,8,7.00
111,3,3,7.00
111,4,9,4.00
111,5,3,4.00
111,6,-4,6.00
111,7,-5,7.00
111,8,3,7.00
111,9,4,5.00
111,10,-5,5.00
111,11,-4,4.00
111,12,6,6.00
111,13,9,7.00
111,14,9,7.00
111,15,3,7.00
111,16,8,8.00
111,17,4,10.00
111,18,7,14.00
111,19,2,14.00
112,0,5,3.00
112,1,4,2.00
112,2,3,1.00
112,3,-1,1.00
112,4,8,-3.00
112,5,6,0.00
112,6,-4,2.00
112,7,-2,2.00
112,8,6,2.00
112,9,1,2.00
112,10,-5,5.00
112,11,3,5.00
112,12,8,1.00
112,13,10,-1.00
112,14,0,-1.00
112,15,-2,-1.00
112,16,-5,-1.00
112,17,3,-1.00
112,18,8,3.00
112,19,5,4.00
113,0,1,0.00
113,1,3,-1.00
113,2,2,-1.00
113,3,6,2.00
113,4,-2,2.00
113,5,9,7.00
113,6,-3,7.00
113,7,-2,7.00
113,8,8,11.00
113,9,-2,11.00
113,10,-1,11.00
113,11,5,13.00
113,12,1,13.00
113,13,5,14.00
113,14,9,17.00
113,15,10,19.00
113,16,-4,18.00
113,17,4,19.00
113,18,-4,21.00
113,19,4,22.00
114,0,2,0.00
114,1,4,-2.00
114,2,5,0.00
114,3,9,3.00
114,4,9,3.00
114,5,8,1.00
114,6,1,1.00
114,7,-5,2.00
114,8,8,2.00
114,9,-5,0.00
114,10,9,0.00
114,11,-1,0.00
114,12,4,2.00
114,13,7,5.00
114,14,-1,5.00
114,15,-4,4.00
114,16,-2,4.00
114,17,-4,6.00
114,18,7,5.00
114,19,-5,6.00
115,0,3,-2.00
115,1,9,-5.00
115,2,5,-3.00
115,3,-2,-3.00
115,4,-3,-2.00
115,5,3,-2.00
115,6,4,0.00
115,7,5,0.00
115,8,10,-6.00
115,9,3,-5.00
115,10,-2,-5.00
115,11,10,-9.00
115,12,0,-9.00
115,13,1,-9.00
115,14,7,-12.00
115,15,-4,-12.00
115,16,3,-12.00
115,17,-1,-12.00
115,18,9,-8.00
115,19,-1,-8.00
116,0,0,0.00
116,1,-5,1.00
116,2,4,3.00
116,3,-4,5.00
116,4,6,2.00
116,5,-1,2.00
116,6,-1,2.00
116,7,-2,3.00
116,8,-1,3.00
116,9,7,0.00
116,10,1,0.00
116,11,-5,0.00
116,12,-5,2.00
116,13,7,2.00
116,14,4,4.00
116,15,4,4.00
116,16,4,4.00
116,17,2,5.00
116,18,10,8.00
116,19,-1,8.00
117,0,4,-1.00
117,1,-5,-2.00
117,2,1,-2.00
117,3,5,0.00
117,4,-1,0.00
117,5,3,0.00
117,6,4,2.00
117,7,-5,5.00
117,8,-1,5.00
117,9,9,10.00
117,10,5,8.00
117,11,2,8.00
117,12,1,8.00
117,13,2,8.00
117,14,3,8.00
117,15,-1,8.00
117,16,-1,8.00
117,17,-2,8.00
117,18,7,6.00
117,19,1,6.00
118,0,3,-1.00
118,1,2,0.00
118,2,3,0.00
118,3,8,4.00
118,4,5,4.00
118,5,9,3.00
118,6,9,2.00
118,7,-5,0.00
118,8,1,0.00
118,9,5,-1.00
118,10,4,-2.00
118,11,-3,-3.00
118,12,0,-3.00
118,13,4,-4.00
118,14,4,-4.00
118,15,5,-7.00
118,16,0,-7.00
118,17,-2,-7.00
118,18,10,-3.00
118,19,8,-5.00
119,0,-2,0.00
119,1,8,0.00
119,2,-2,0.00
119,3,9,-1.00
119,4,4,-1.00
119,5,5,1.00
119,6,9,-5.00
119,7,10,-11.00
119,8,7,-10.00
119,9,3,-11.00
119,10,-2,-11.00
119,11,3,-11.00
119,12,7,-11.00
119,13,5,-13.00
119,14,2,-13.00
119,15,2,-13.00
119,16,-2,-13.00
119,17,5,-13.00
119,18,-1,-13.00
119,19,-1,-13.00
120,0,7,3.00
120,1,3,3.00
120,2,-1,3.00
120,3,8,7.00
120,4,5,5.00
120,5,-1,5.00
120,6,4,5.00
120,7,-4,5.00
120,8,10,5.00
120,9,3,4.00
120,10,10,9.00
120,11,0,9.00
120,12,2,9.00
120,13,5,7.00
120,14,4,6.00
120,15,9,1.00
120,16,1,1.00
120,17,10,4.00
120,18,4,4.00
120,19,6,7.00
121,0,6,1.00
121,1,-2,0.00
121,2,2,0.00
121,3,9,3.00
121,4,4,1.00
121,5,-4,3.00
121,6,8,5.00
121,7,10,9.00
121,8,1,9.00
121,9,-3,9.00
121,10,-5,6.00
121,11,2,6.00
121,12,9,7.00
121,13,3,7.00
121,14,-4,7.00
121,15,8,2.00
121,16,3,3.00
121,17,-1,3.00
121,18,0,3.00
121,19,10,8.00
122,0,4,1.00
122,1,-2,1.00
122,2,-5,4.00
122,3,7,3.00
122,4,-5,5.00
122,5,5,8.00
122,6,-1,8.00
122,7,-4,9.00
122,8,-4,11.00
122,9,1,11.00
122,10,2,11.00
122,11,9,6.00
122,12,0,6.00
122,13,6,7.00
122,14,9,6.00
122,15,1,6.00
122,16,-1,6.00
122,17,5,4.00
122,18,6,2.00
122,19,8,0.00
123,0,10,-6.00
123,1,-2,-6.00
123,2,-2,-7.00
123,3,5,-10.00
123,4,-3,-10.00
123,5,7,-14.00
123,6,0,-14.00
123,7,-4,-12.00
123,8,6,-15.00
123,9,-3,-15.00
123,10,0,-15.00
123,11,9,-15.00
123,12,7,-14.00
123,13,9,-13.00
123,14,0,-13.00
123,15,-5,-14.00
123,16,6,-14.00
123,17,-5,-12.00
123,18,8,-11.00
123,19,-4,-10.00
124,0,4,2.00
124,1,-5,2.00
124,2,-3,2.00
124,3,-3,1.00
124,4,4,1.00
124,5,8,1.00
124,6,9,-1.00
124,7,-3,-1.00
124,8,-2,0.00
124,9,1,0.00
124,10,5,-1.00
124,11,3,0.00
124,12,7,-2.00
124,13,1,-2.00
124,14,6,-3.00
124,15,1,-3.00
124,16,1,-3.00
124,17,9,-3.00
124,18,9,-5.00
124,19,7,-9.00
125,0,-2,-1.00
125,1,3,1.00
125,2,0,1.00
125,3,0,1.00
125,4,-2,1.00
125,5,3,1.00
125,6,1,1.00
125,7,4,1.00
125,8,-1,1.00
125,9,5,1.00
125,10,-5,2.00
125,11,-1,2.00
125,12,-5,5.00
125,13,3,5.00
125,14,-1,5.00
125,15,8,5.00
125,16,-4,7.00
125,17,-1,7.00
125,18,4,8.00
125,19,5,7.00
126,0,-2,0.00
126,1,-4,2.00
126,2,6,3.00
126,3,5,3.00
126,4,2,3.00
126,5,5,2.00
126,6,-1,2.00
126,7,-4,1.00
126,8,-4,1.00
126,9,8,2.00
126,10,8,3.00
126,11,-1,3.00
126,12,-2,3.00
126,13,10,8.00
126,14,7,11.00
126,15,-5,11.00
126,16,5,14.00
126,17,9,19.00
126,18,1,19.00
126,19,2,19.00
127,0,7,-2.00
127,1,6,-2.00
127,2,3,-2.00
127,3,8,1.00
127,4,10,1.00
127,5,8,3.00
127,6,3,3.00
127,7,-3,2.00
127,8,-5,3.00
127,9,-1,3.00
127,10,-4,3.00
127,11,-3,3.00
127,12,6,0.00
127,13,-2,1.00
127,14,-3,1.00
127,15,-3,-1.00
127,16,7,-2.00
127,17,-3,-1.00
127,18,-2,-1.00
127,19,-5,2.00
128,0,-1,0.00
128,1,2,0.00
128,2,-4,-1.00
128,3,-2,-1.00
128,4,-1,-1.00
128,5,0,-1.00
128,6,7,2.00
128,7,7,6.00
128,8,-2,6.00
128,9,9,5.00
128,10,3,5.00
128,11,6,1.00
128,12,3,-1.00
128,13,1,-1.00
128,14,6,-2.00
128,15,3,-2.00
128,16,2,-3.00
128,17,-1,-3.00
128,18,9,-3.00
128,19,8,-5.00
129,0,1,0.00
129,1,6,3.00
129,2,-5,6.00
129,3,-3,6.00
129,4,5,9.00
129,5,1,9.00
129,6,6,9.00
129,7,4,10.00
129,8,2,11.00
129,9,9,10.00
129,10,1,10.00
129,11,-3,9.00
129,12,-2,9.00
129,13,8,12.00
129,14,-3,12.00
129,15,9,8.00
129,16,-1,8.00
129,17,-1,8.00
